match_id,date,home_team,visitor_team,home_team_score,visitor_team_score,ast,blocks,defensive_rebounds,three_point_pct,field_goal_pct,free_throw_pct,min,oreb,pf,player,player_id,team_id,reb,stl,turnover
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,0,1,1,0.0,33.3,0.0,12:29,5,3,Isaiah Hicks,209,13,6,0,1
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,3,1,3,28.6,23.1,0.0,26:30,2,3,Brandon Boston Jr.,17896022,13,5,2,3
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,2,0,1,0.0,0.0,0.0,13:33,1,2,Jason Preston,17896042,13,2,0,2
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,6,0,2,12.5,21.4,100.0,32:01,5,5,Keon Johnson,17896041,25,7,0,0
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,0,5,10,0.0,55.6,50.0,24:34,3,1,Daniel Oturu,3547263,28,13,0,2
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,1,2,7,0.0,12.5,50.0,23:32,0,2,Amir Coffey,666511,13,7,0,3
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,2,1,8,22.2,20.0,83.3,31:27,2,0,Jay Scrubb,3547280,22,10,1,2
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,0,0,0,0.0,0.0,0.0,5:28,0,0,Asante Gist,18042321,30,0,1,1
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,0,0,0,0.0,0.0,0.0,5:28,0,0,Asante Gist,18041884,30,0,1,1
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,0,0,0,0.0,0.0,0.0,0:00,0,0,Isaiah Todd,17895967,30,0,0,0
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,0,1,1,0.0,0.0,0.0,4:21,0,0,Jaime Echenique,17895725,30,1,0,0
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,0,0,1,0.0,50.0,0.0,5:28,2,0,Austin Hollins,17895727,30,3,0,1
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,0,1,6,0.0,50.0,0.0,11:23,1,2,Marques Bolden,666453,29,7,1,2
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,1,1,5,0.0,0.0,0.0,11:01,0,0,Xavier Rathan-Mayes,18039569,30,5,0,2
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,2,1,3,0.0,33.3,100.0,23:35,1,0,Aubrey Dawkins,17895838,30,4,2,1
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,4,1,2,50.0,55.6,100.0,23:21,0,6,Mason Jones,3547291,14,2,1,5
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,2,0,5,0.0,23.1,100.0,21:38,3,2,Jordan Goodwin,17895726,30,8,2,2
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,2,0,1,75.0,75.0,100.0,25:00,0,3,Caleb Homesley,12044014,30,1,0,4
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,1,0,4,0.0,33.3,66.7,22:07,3,1,Jay Huff,17896103,30,7,0,0
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,1,0,3,0.0,33.3,50.0,20:31,1,1,Dewan Hernandez,666630,30,4,0,1
455107,2021-08-10,Indiana Pacers,Atlanta Hawks,83,84,1,0,2,40.0,33.3,0.0,26:07,0,1,Corey Kispert,17896045,30,2,0,2
